Site ID,Which folder?,Shared sites,Location description,Borough,Functional area for monitoring,Road type,Is it on the strategic CIO panel?,Easting (UK Grid),Northing (UK Grid),Latitude,Longitude
INNCY529,Strategic counts,QWPCY180,Grand Union Canal (Ladbroke Grove),Kensington & Chelsea,Inner,MVF,1,523821.871,182354.991,51.526533,-0.21650729
INNCY530,Strategic counts,0,Hackney Marsh (east),Hackney,Inner,MVF,1,536928.29,185862.16,51.555033,-0.026320497
INNCY531,Strategic counts,0,Finsbury Park (Oxford Road entrance),Haringey,Inner,MVF,1,531344.4994,187353.7098,51.569758,-0.10626019
INNCY532,Strategic counts,0,Hertford Union Canal,Tower Hamlets,Inner,MVF,1,535991.3911,183381.6668,51.532965,-0.040785319
INNCY533,Strategic counts,QWPCY147,Thames Path (Fulford Street),Southwark,Inner,MVF,1,534835.401,179745.148,51.500568,-0.058830969
INNCY534,Strategic counts,0,Hackney Cut,Hackney,Inner,MVF,1,536706.2379,185429.7106,51.551196,-0.029688772
INNCY535,Strategic counts,0,Hamlets Way,Tower Hamlets,Inner,MVF,1,536725.2923,182376.5545,51.523757,-0.030599578
INNCY536,Strategic counts,0,Hackney Downs,Hackney,Inner,MVF,1,534327.0431,185458.2624,51.552027,-0.063968669
INNCY537,Strategic counts,0,Thames Path (Westferry Circus),Tower Hamlets,Inner,MVF,1,536995.1779,180235.5474,51.504452,-0.027541499
INNCY538,Strategic counts,0,Gillespie Park,Islington,Inner,MVF,1,531349.5042,186023.1107,51.557805,-0.10668462
INNCY539,Strategic counts,0,Pepper Street,Tower Hamlets,Inner,MVF,1,537754,179345,51.49627,-0.01695991
INNCY540,Strategic counts,0,Bow Creek,Tower Hamlets,Inner,MVF,1,539059.54,181305.76,51.513563,0.002599225
INNCY541,Strategic counts,0,Highbury Fields,Islington,Inner,MVF,1,531527.0616,185055.0478,51.549065,-0.10448014
INNCY542,Strategic counts,0,Three Mills Green,Newham,Inner,MVF,1,538360.7001,183141.1556,51.530233,-0.00674725
INNCY543,Strategic counts,0,Haggerston Park,Hackney,Inner,MVF,1,534133.4408,183260.9314,51.532321,-0.067602003
INNCY544,Strategic counts,0,Limehouse towpath,Tower Hamlets,Inner,MVF,1,536376.4272,181173.4489,51.51303,-0.036092081
INNCY545,Strategic counts,0,Bonding Yard Walk,Southwark,Inner,MVF,1,536409.6301,179536.8774,51.498312,-0.036249403
INNCY546,Strategic counts,0,North Millfields Recreation Ground,Hackney,Inner,MVF,1,535133.4101,186638.5145,51.562439,-0.051897714
INNCY547,Strategic counts,0,Victoria Park (Bonner Hall bridge),Tower Hamlets,Inner,MVF,1,535409.1167,183436.771,51.533599,-0.049149748
INNCY548,Strategic counts,0,Clissold Park,Hackney,Inner,MVF,1,532496.0459,186080.9441,51.558049,-0.090127532
INNCY549,Strategic counts,0,Mile End Park (south),Tower Hamlets,Inner,MVF,1,536441.5797,181870.3394,51.519278,-0.034886399
INNCY550,Strategic counts,0,Lea Rowing Club,Hackney,Inner,MVF,1,534601.9747,187836.9315,51.573331,-0.059109424
INNCY551,Strategic counts,0,Well Street Common,Hackney,Inner,MVF,1,535889.342,184443.023,51.542532,-0.041845371
INNCY552,Strategic counts,0,Limehouse Cut,Tower Hamlets,Inner,MVF,1,537354.1926,181583.0916,51.516478,-0.021847608
INNCY553,Strategic counts,0,Adelphi Court,Southwark,Inner,MVF,1,535731.8449,179701.0404,51.499958,-0.0459473
INNCY554,Strategic counts,0,Leyton Marshes,Waltham Forest,Inner,MVF,1,535490.2563,186923.373,51.564914,-0.046640913
INNCY555,Strategic counts,0,Grand Regent's Canal (Shepherdes),Hackney,Inner,MVF,1,532260.3856,183380.3172,51.533841,-0.094543779
INNCY556,Strategic counts,QWPCY143,Queen Elizabeth Park (Greenway),Newham,Inner,MVF,1,537485.025,183807.905,51.536431,-0.019093614
INNCY557,Strategic counts,0,Ornamental Canal,Tower Hamlets,Inner,MVF,1,534800.829,180533.5821,51.507657,-0.059034017
INNCY558,Strategic counts,0,Grand Union towpath (York Way),Islington,Inner,MVF,1,530363.8319,183516.2283,51.535504,-0.12182742
INNCY559,Strategic counts,0,Ruskin Park (Northway Road),Lambeth,Inner,MVF,1,532351.0812,175803.9659,51.465729,-0.096072416
INNCY560,Strategic counts,0,Crossharbour underpass,Tower Hamlets,Inner,MVF,1,537912,179030,51.493401,-0.01480828
INNCY561,Strategic counts,QWPCY227,Kennington Park,Lambeth,Inner,MVF,1,531510.052,177784.309,51.483728,-0.1074356
INNCY562,Strategic counts,0,Southwark Park,Southwark,Inner,MVF,1,535391.7443,178807.1462,51.492006,-0.051185244
INNCY563,Strategic counts,0,Brookmill Park,Lewisham,Inner,MVF,1,537443.4371,176647.3745,51.472101,-0.022486372
INNCY564,Strategic counts,0,Peckham Rye Park,Southwark,Inner,MVF,1,534580.6777,174920.1889,51.457269,-0.064339146
INNCY565,Strategic counts,0,Surrey Canal path,Southwark,Inner,MVF,1,533931.3214,177529.5719,51.480868,-0.072686933
INNCY566,Strategic counts,QWPCY201,Burgess Park,Southwark,Inner,MVF,1,533045.101,177642.4096,51.482093,-0.085395769
INNCY567,Strategic counts,0,Dulwich sports ground,Southwark,Inner,MVF,1,532744.1728,173106.2681,51.441401,-0.091429313
INNCY568,Strategic counts,0,Island Gardens (Millwall Park),Tower Hamlets,Inner,MVF,1,538115.995,178523.7973,51.488795,-0.012084216
INNCY569,Strategic counts,0,Woodpecker Road,Lewisham,Inner,MVF,1,536373.6074,177345.3747,51.478632,-0.0376133
INNCY570,Strategic counts,0,Myatt's Fields,Lambeth,Inner,MVF,1,531662.1074,176587.5716,51.472935,-0.10569359
INNCY571,Strategic counts,0,Hilly Fields Park,Lewisham,Inner,MVF,1,537315.7541,175541.9609,51.462193,-0.024757413
INNCY572,Strategic counts,0,Brockwell Park,Lambeth,Inner,MVF,1,531296.7853,174578.5367,51.454966,-0.11170567
INNCY573,Strategic counts,0,Norwood Park,Lambeth,Inner,MVF,1,532334.8055,171244.7809,51.424763,-0.098020125
INNCY574,Strategic counts,0,Bishop's Park,Hammersmith & Fulham,Inner,MVF,1,524256.3276,175891.6208,51.468354,-0.21251379
INNCY575,Strategic counts,0,Thames Path (Albert Bridge),Wandsworth,Inner,MVF,1,527389.4343,177398.9893,51.481201,-0.16689056
INNCY576,Strategic counts,0,Inner Park Ride,Wandsworth,Inner,MVF,1,523498.153,172769.1246,51.440461,-0.22450979
INNCY577,Strategic counts,0,Brompton Cemetery,Kensington & Chelsea,Inner,MVF,1,526015.6835,177572.1598,51.483072,-0.18660449
INNCY578,Strategic counts,0,Thames Path (Vicarage Crescent),Wandsworth,Inner,MVF,1,526679.6335,176569.2968,51.47391,-0.17740654
INNCY579,Strategic counts,0,Bell Lane Creek,Wandsworth,Inner,MVF,1,525494.34,175148.2436,51.461403,-0.19496363
INNCY580,Strategic counts,0,Thames Path (Bridges Court),Wandsworth,Inner,MVF,1,526576.9165,175960.761,51.46846,-0.1791067
INNCY581,Strategic counts,0,Wimbledon Common (Windmill Road),Merton,Inner,MVF,1,523041.9125,172329.0906,51.436606,-0.23123446
INNCY582,Strategic counts,0,Tooting Bec Athletics Track,Wandsworth,Inner,MVF,1,528864.7231,171818.5967,51.430721,-0.14769239
INNCY583,Strategic counts,QWPCY196,Tibbet's Corner,Wandsworth,Inner,MVF,1,523595.362,173602.596,51.447927,-0.22282427
INNCY584,Strategic counts,QWPCY199,King George's Park,Wandsworth,Inner,MVF,1,525625.535,174088.697,51.451848,-0.1934551
INNCY585,Strategic counts,0,Merton Abbey,Merton,Inner,MVF,1,526460.6612,170101.8381,51.415831,-0.18286701
INNCY586,Strategic counts,0,Thames Path (Hammersmith Bridge),Richmond upon Thames,Inner,MVF,1,522989.1689,177968.2664,51.487297,-0.23002257
INNCY587,Strategic counts,0,Thames Path (Imperial Wharf),Hammersmith & Fulham,Inner,MVF,1,526453.6364,176536.7761,51.473664,-0.18067063
INNCY588,Strategic counts,0,Tooting Bec Common,Wandsworth,Inner,MVF,1,529541.6261,172883.012,51.440137,-0.13757008
INNCY589,Strategic counts,QWPCY102,Wandsworth Common,Wandsworth,Inner,MVF,1,527410.19,173984.85,51.450515,-0.16781767
INNCY590,Strategic counts,0,Queens Gate,Westminster,Inner,MVF,1,526433.4112,179450.4221,51.499857,-0.17991593
INNCY591,Strategic counts,0,Leighton Road,Camden,Inner,MVF,1,529105.5119,185195.9975,51.550882,-0.13933947
INNCY592,Strategic counts,0,Bow Common Lane (bridge over Limehouse Cut),Tower Hamlets,Inner,Minor Road,1,537369,181594,51.516573,-0.021627283
INNCY593,Strategic counts,0,Market Road,Islington,Inner,Minor Road,1,530082.3207,184600.298,51.54531,-0.12547628
INNCY594,Strategic counts,0,Grange Grove,Islington,Inner,Minor Road,1,532069.2733,184606.4762,51.544903,-0.096836303
INNCY595,Strategic counts,0,Brenchley Gardens,Southwark,Inner,Minor Road,1,535892.7967,174870.3231,51.456507,-0.045486073
INNCY596,Strategic counts,0,Akerman Road,Lambeth,Inner,Minor Road,1,531561.9959,176362.9759,51.470937,-0.10723064
INNCY597,Strategic counts,0,Augustus Road,Wandsworth,Inner,Minor Road,1,524704.1828,173281.0281,51.444799,-0.20698683
MHPCY001,Cycleway counts,0,Lea Bridge Road (1),Waltham Forest,Outer,A Road,0,536579.02,187323.6,51.568246,-0.03078423
MHPCY002,Cycleway counts,0,Lea Bridge Road (2),Waltham Forest,Outer,A Road,0,537356.52,187793.72,51.572281,-0.01939702
MHPCY003,Cycleway counts,0,Lea Bridge Road (3),Waltham Forest,Outer,A Road,0,538031.47,188370.74,51.577301,-0.0094368
MHPCY004,Cycleway counts,0,Lea Bridge Road (near Whipps Cross),Waltham Forest,Outer,A Road,0,538593.58,188794.45,51.580973,-0.001164568
MHPCY005,Cycleway counts,0,Woodford New Road,Waltham Forest,Outer,A Road,0,539104.59,189358.69,51.585915,0.006428787
MHPCY006,Cycleway counts,0,Forest Road (1),Waltham Forest,Outer,A Road,0,538625.52,190086.87,51.592575,-0.000193275
MHPCY007,Cycleway counts,0,Forest Road (2),Waltham Forest,Outer,A Road,0,537873.91,189798.37,51.590171,-0.011155195
MHPCY008,Cycleway counts,0,Forest Road (3),Waltham Forest,Outer,A Road,0,536477.16,189593.96,51.588669,-0.031373667
MHPCY009,Cycleway counts,0,Forest Road (4 - by Blackhorse Road station),Waltham Forest,Outer,A Road,0,535550.95,189353.37,51.586736,-0.044838931
MHPCY010,Cycleway counts,0,Blackhorse Road,Waltham Forest,Outer,A Road,0,536115.19,188993.53,51.583365,-0.036828199
MHPCY011,Cycleway counts,0,Markhouse Road,Waltham Forest,Outer,A Road,0,536619.81,188141.85,51.575587,-0.029889666
MHPCY012,Cycleway counts,0,Church Road (1),Waltham Forest,Outer,A Road,0,537197.31,187221.61,51.567179,-0.021912997
MHPCY013,Cycleway counts,0,High Road,Waltham Forest,Outer,A Road,0,538146.2,186405.62,51.559615,-0.00855008
MHPCY014,Cycleway counts,0,Church Road (2),Waltham Forest,Outer,A Road,0,537780.2,186873.79,51.56391,-0.013643187
MHPCY015,Cycleway counts,0,Ruckholt Road (north),Waltham Forest,Outer,A Road,0,537937.26,186113.19,51.557043,-0.011677532
MHPCY016,Cycleway counts,0,Leyton High Road (south),Waltham Forest,Outer,A Road,0,537986.6,187078.75,51.565702,-0.010592744
MHPCY017,Cycleway counts,0,Leyton High Road (north),Waltham Forest,Outer,A Road,0,538114.64,187847.02,51.572581,-0.008445234
MHPCY018,Cycleway counts,0,Hoe Street (south),Waltham Forest,Outer,A Road,0,537441.93,188542.68,51.578991,-0.017878486
MHPCY019,Cycleway counts,0,Hoe Street (north),Waltham Forest,Outer,A Road,0,537250.82,189380.7,51.586567,-0.020305905
MHPCY020,Cycleway counts,0,Chingford Road,Waltham Forest,Outer,A Road,0,537527.93,190355.86,51.595261,-0.015928489
MHPCY021,Cycleway counts,0,Chingford Road (north),Waltham Forest,Outer,A Road,0,537348.28,191964.07,51.609763,-0.017881481
MHPCY022,Cycleway counts,0,New Road,Waltham Forest,Outer,A Road,0,537908.24,192876.64,51.617821,-0.009440944
MHPCY023,Cycleway counts,0,Larkshall Road,Waltham Forest,Outer,B Road,0,538644.03,193501.58,51.623257,0.001430051
MHPCY024,Cycleway counts,0,Kings Road,Waltham Forest,Outer,A Road,0,538680.34,194152.79,51.629098,0.002207299
MHPCY025,Cycleway counts,0,Station Road,Waltham Forest,Outer,A Road,0,538913.5,194485.33,51.632033,0.005703381
MHPCY026,Cycleway counts,0,Beresford Road,Waltham Forest,Outer,Local Street,0,539129.46,194340.08,51.630676,0.008764652
MHPCY027,Cycleway counts,0,Friday Hill,Waltham Forest,Outer,B Road,0,539110.34,193499.19,51.623124,0.008156567
MHPCY028,Cycleway counts,0,The Avenue,Waltham Forest,Outer,Minor Road,0,538827.5,192255.05,51.612016,0.003578693
MHPCY029,Cycleway counts,0,Beech Hall Road,Waltham Forest,Outer,Local Street,0,538519.81,191332.92,51.603797,-0.00123094
MHPCY030,Cycleway counts,0,Church Lane,Waltham Forest,Outer,Local Street,0,538055.98,189280.6,51.585472,-0.008733223
MHPCY031,Cycleway counts,QWPCY019,Selborne Road,Waltham Forest,Outer,Local Street,0,536804.354,188893.639,51.5823,-0.026929023
MHPCY032,Cycleway counts,0,Essex Road,Waltham Forest,Outer,Minor Road,0,538557.85,188088.64,51.574638,-0.001962066
MHPCY033,Cycleway counts,0,Hainault Road,Waltham Forest,Outer,Minor Road,0,538444.92,187501.45,51.569391,-0.003822737
MHPCY034,Cycleway counts,0,Fairlop Road,Waltham Forest,Outer,Minor Road,0,539052.19,187481.37,51.569062,0.00493626
MHPCY035,Cycleway counts,0,Lea Bridge Road (west),Waltham Forest,Inner,A Road,0,535973.85,186907.72,51.564654,-0.039683096
MHPCY036,Cycleway counts,0,Ruckhold Road (south),Waltham Forest,Outer,A Road,0,537677.17,185999.81,51.556082,-0.015470156
MHPCY037,Cycleway counts,0,St. Mary Road,Waltham Forest,Outer,Local Street,0,537416.95,189041.75,51.583481,-0.018043947
MHPCY038,Cycleway counts,0,Green Lanes (south),Enfield,Outer,A Road,0,531150.71,192888.33,51.619543,-0.10699077
MHPCY039,Cycleway counts,0,Green Lanes (mid),Enfield,Outer,A Road,0,531714.67,193786.59,51.627481,-0.098511506
MHPCY040,Cycleway counts,0,Green Lanes (north),Enfield,Outer,A Road,0,532083.08,194657.81,51.635222,-0.09285543
MHPCY041,Cycleway counts,0,Ridge Avenue,Enfield,Outer,A Road,0,532586.76,194739.7,51.63584,-0.085560631
MHPCY042,Cycleway counts,0,Village Road,Enfield,Outer,A Road,0,533002.1,195277.12,51.640577,-0.0793489
MHPCY043,Cycleway counts,0,London Road,Enfield,Outer,A Road,0,532947.78,196098.57,51.647968,-0.079831555
MHPCY044,Cycleway counts,0,Genotin Road,Enfield,Outer,A Road,0,532965.72,196462.9,51.651234,-0.079433297
MHPCY045,Cycleway counts,0,London Road (north),Enfield,Outer,A Road,0,532887.07,196483.04,51.651441,-0.080552107
MHPCY046,Cycleway counts,0,Cecil Road,Enfield,Outer,A Road,0,532600.91,196393.99,51.6507,-0.084732207
MHPCY047,Cycleway counts,0,Bush Hill,Enfield,Outer,Minor Road,0,532485.15,195367.5,51.641508,-0.086781672
MHPCY048,Cycleway counts,0,Riverside,Enfield,Outer,MVF,0,532392.14,196261.1,51.649563,-0.087786856
MHPCY049,Cycleway counts,0,Bury Street,Enfield,Outer,Minor Road,0,532997.09,194747.91,51.635815,-0.079622327
MHPCY050,Cycleway counts,0,Salmon's Brook,Enfield,Outer,MVF,0,533235.96,194428.47,51.632893,-0.076306668
MHPCY051,Cycleway counts,0,Latymer Road,Enfield,Outer,Local Street,0,533902.1,193857.69,51.627603,-0.066893344
MHPCY052,Cycleway counts,0,Bedevere Road,Enfield,Outer,Local Street,0,534211.84,193404.81,51.623459,-0.062605342
MHPCY053,Cycleway counts,0,Off-road near Montagu Road,Enfield,Outer,MVF,0,534764.15,192978.49,51.619499,-0.054785459
MHPCY054,Cycleway counts,0,Meridian Way,Enfield,Outer,A Road,0,535157.57,192010.25,51.610706,-0.049485246
MHPCY055,Cycleway counts,0,Leeside Road,Haringey,Outer,Local Street,0,535417.14,191536.13,51.606384,-0.045915642
MHPCY056,Cycleway counts,0,Fore Street,Enfield,Outer,A Road,0,534217.92,192939.52,51.619279,-0.062696704
MHPCY057,Cycleway counts,0,Hertford Road (south),Enfield,Outer,A Road,0,534859.6,194657.31,51.634564,-0.052768132
MHPCY058,Cycleway counts,0,High Street (south - park entrance),Enfield,Outer,A Road,0,535263.54,195805.57,51.644783,-0.046490925
MHPCY059,Cycleway counts,0,High Street (north),Enfield,Outer,A Road,0,535196.52,196532.5,51.651332,-0.047177914
MHPCY060,Cycleway counts,0,Hertford Road (mid),Enfield,Outer,A Road,0,535352.25,197993.48,51.664423,-0.044359254
MHPCY061,Cycleway counts,0,Hertford Road (north),Enfield,Outer,A Road,0,535860.41,199227.02,51.675389,-0.036539321
MHPCY064,Cycleway counts,0,Enfield Road,Enfield,Outer,A Road,0,531018.46,196841.99,51.655097,-0.107418
MHPCY065,Cycleway counts,0,Windmill Hill,Enfield,Outer,A Road,0,532163.98,196711.39,51.653661,-0.090924969
MHPCY066,Cycleway counts,0,Church Street,Enfield,Outer,A Road,0,532737.63,196558.62,51.652151,-0.082690568
MHPCY067,Cycleway counts,0,Southbury Road (west),Enfield,Outer,A Road,0,533119.96,196602.58,51.652456,-0.077155386
MHPCY068,Cycleway counts,0,Southbury Road (mid),Enfield,Outer,A Road,0,533870.16,196434.51,51.650768,-0.066370531
MHPCY069,Cycleway counts,0,Southbury Road (east),Enfield,Outer,A Road,0,534805.27,196249.43,51.648882,-0.052935165
MHPCY070,Cycleway counts,0,Nags Head Road,Enfield,Outer,A Road,0,535744.78,196097.77,51.647291,-0.039430384
MHPCY071,Cycleway counts,0,Lea Valley Road,Enfield,Outer,A Road,0,536613.88,195403.2,51.640844,-0.027149079
MHPCY072,Cycleway counts,0,Hertford Road (near bus station),Enfield,Outer,A Road,0,534584.76,193776.98,51.626713,-0.057077565
MHPCY073,Cycleway counts,0,Portsmouth Road (mid),Kingston upon Thames,Outer,A Road,0,517594,167787,51.39694,-0.31106661
MHPCY074,Cycleway counts,0,Portsmouth Road (north),Kingston upon Thames,Outer,A Road,0,517807.49,168569.24,51.403924,-0.30774696
MHPCY075,Cycleway counts,0,Clarence Street (Kingston station),Kingston upon Thames,Outer,A Road,0,518186.81,169532.53,51.412501,-0.30198029
MHPCY076,Cycleway counts,0,Penrhyn Road,Kingston upon Thames,Outer,A Road,0,518046.54,168584.01,51.404009,-0.30430763
MHPCY077,Cycleway counts,0,Ewell Road (north),Kingston upon Thames,Outer,A Road,0,518509.4,167112.39,51.390683,-0.29814555
MHPCY078,Cycleway counts,0,Ewell Road (south),Kingston upon Thames,Outer,A Road,0,519094.73,166344.91,51.383658,-0.28999911
MHPCY079,Cycleway counts,0,Riverside Walk (south),Kingston upon Thames,Outer,MVF,0,517743.22,169194.44,51.409555,-0.30845936
MHPCY080,Cycleway counts,0,Wood Street,Kingston upon Thames,Outer,A Road,0,517940.87,169487.85,51.412147,-0.30553084
MHPCY081,Cycleway counts,0,Old London Road,Kingston upon Thames,Outer,A Road,0,518424.56,169346.42,51.410779,-0.29862174
MHPCY082,Cycleway counts,0,Wheatfield Way,Kingston upon Thames,Outer,A Road,0,518145.36,169023.4,51.407934,-0.30273896
MHPCY083,Cycleway counts,0,Surbiton Crescent,Kingston upon Thames,Outer,Minor Road,0,518019.18,168041.26,51.399135,-0.30487605
MHPCY084,Cycleway counts,0,Claremont Road,Kingston upon Thames,Outer,B Road,0,518081.51,167636.83,51.395482,-0.30411985
MHPCY085,Cycleway counts,0,St. Mark's Hill,Kingston upon Thames,Outer,B Road,0,518273.07,167533.45,51.394516,-0.30139567
MHPCY086,Cycleway counts,0,Avenue Elmers,Kingston upon Thames,Outer,Local Street,0,518270.03,167895.3,51.39777,-0.30131826
MHPCY087,Cycleway counts,0,Canbury Park Road,Kingston upon Thames,Outer,Local Street,0,518555.81,169618.14,51.413197,-0.29664819
MHPCY088,Cycleway counts,0,Richmond Road (Kingston station),Kingston upon Thames,Outer,A Road,0,518275.89,169568.4,51.412806,-0.30068916
MHPCY089,Cycleway counts,0,Kingston Hill (south),Kingston upon Thames,Outer,A Road,0,519254.72,169799.96,51.414677,-0.28654104
MHPCY090,Cycleway counts,0,Kingston Hill (mid),Kingston upon Thames,Outer,A Road,0,519871.75,170559.61,51.421377,-0.27741624
MHPCY091,Cycleway counts,0,Kingston Hill (north),Kingston upon Thames,Outer,A Road,0,520264.93,171301.56,51.427963,-0.27151532
MHPCY092,Cycleway counts,0,Cambridge Road,Kingston upon Thames,Outer,A Road,0,519186.32,169196.04,51.409272,-0.28772087
MHPCY093,Cycleway counts,0,Kingston Road (west),Kingston upon Thames,Outer,A Road,0,519688.39,168830.76,51.405877,-0.28062994
MHPCY094,Cycleway counts,0,New Malden to Raynes Park link,Kingston upon Thames,Outer,MVF,0,521814.53,168838.04,51.405496,-0.2500768
MHPCY095,Cycleway counts,0,The Cut (by rail line),Kingston upon Thames,Outer,MVF,0,520891.89,168506.23,51.40271,-0.26345316
MHPCY096,Cycleway counts,0,Kingston Road (east),Kingston upon Thames,Outer,A Road,0,520987.94,168183.17,51.399786,-0.26218377
MHPCY097,Cycleway counts,0,Kingston Road (mid),Kingston upon Thames,Outer,A Road,0,520287.95,168487.32,51.402667,-0.27213848
MHPCY098,Cycleway counts,0,Down Hall Road,Kingston upon Thames,Outer,Local Street,0,517869.24,169637.01,51.41351,-0.30650145
MHPCY099,0,0,Bucklands Wharf,Kingston upon Thames,Outer,MVF,0,517766.39,169468.42,51.412013,-0.30803791
MHPCY100,Cycleway counts,0,Portsmouth Road (south),Kingston upon Thames,Outer,A Road,0,517279,167373,51.393284,-0.31572905
MHPCY101,Cycleway counts,0,London Road,Kingston upon Thames,Outer,A Road,0,518737.74,169335.53,51.410615,-0.29412707
MHPCY102,Cycleway counts,0,London Road (east),Kingston upon Thames,Outer,A Road,0,518953.29,169410.9,51.411244,-0.29099766
MHPCY103,Cycleway counts,MHPCY105,Kingston Vale,Kingston upon Thames,Outer,A Road,0,520928.18,171935.88,51.43352,-0.26175283
MHPCY104,Cycleway counts,0,Kingston Bridge,Kingston upon Thames,Outer,A Road,0,517712.67,169377.43,51.411206,-0.30884419
MHPCY105,Cycleway counts,MHPCY103,Kingston Vale,Kingston upon Thames,Outer,A Road,0,520928.18,171935.88,51.43352,-0.26175283
MHPCY106,Cycleway counts,0,Grange Park Road,Waltham Forest,Outer,Local Street,0,537605.06,187201.93,51.5669,-0.01603798
MHPCY107,Cycleway counts,0,Temple Mills Lane,Waltham Forest,Outer,Local Street,0,537890,185771,51.553981,-0.012489038
MHPCY108,Cycleway counts,0,Francis Road,Waltham Forest,Outer,Local Street,0,538318,186883,51.563869,-0.005882581
MHPCY109,Cycleway counts,0,Langthorne Road (bridge over A12),Waltham Forest,Outer,MVF,0,538467,186208,51.557767,-0.003999982
MHPCY110,Cycleway counts,0,Leslie Road,Waltham Forest,Outer,Local Street,0,538468,185759,51.553732,-0.004162202
E1,0,0,Bramley Road jw Chase Road,Enfield,Outer,0,0,529256,195961,51.647596,-0.13319953
E10,0,0,Cecil Road jw London Road,Enfield,Outer,0,0,532906,196406,51.650745,-0.080306868
E11_?,0,0,Park Avenue jw Village Road,Enfield,Outer,0,0,533030,195351,51.641235,-0.078916404
E12_x,Cycleway counts,0,Village Road / Ridge Avenue jw Church Street / Bush Hill Road,Enfield,Outer,0,0,532856,194847,51.636747,-0.081620593
E12_y,Cycleway counts,0,Village Road / Ridge Avenue jw Church Street / Bush Hill Road,Enfield,Outer,0,0,532856,194847,51.636747,-0.081620593
E14,Cycleway counts,0,Green Lanes jw Station Road / Ford's Grove,Enfield,Outer,0,0,531930,194278,51.631852,-0.095207591
E15,Cycleway counts,0,Green Lanes jw Hedge Lane / Bourne Hill,Enfield,Outer,0,0,531365,193346,51.623609,-0.10371544
E16,Cycleway counts,0,Hertford Road jw Nightingale Road / Galliard Road,Enfield,Outer,0,0,535168,195190,51.639279,-0.048100417
E17,0,0,The Broadway jw Smythe Close,Enfield,Outer,0,0,534323,193440,51.623756,-0.060974612
E18,0,0,Fore Street jw Sterling Way,Enfield,Outer,0,0,534109,192440,51.614821,-0.06444655
E19,0,0,Herford Road jw Mollison Avenue / Bullsmoor Lane,Enfield,Outer,0,0,536018,199733,51.679898,-0.034058796
E2,0,0,Windmill Hill jw Chase Side,Enfield,Outer,0,0,532317,196712,51.653634,-0.088699788
E20,Cycleway counts,0,Hertford Road jw Ordnance Road,Enfield,Outer,0,0,535629,198829,51.671868,-0.040032432
E23,0,0,Church Street jw Great Cambridge Road,Enfield,Outer,0,0,533108,194090,51.629885,-0.078268936
E24 ,0,0,Edmonton Green through pass,Enfield,Outer,0,0,534306,193373,51.623158,-0.061245707
E27,0,0,Hertford Road / The Green jw Balham Road / Bounces Road,Enfield,Outer,0,0,534634,194018,51.628875,-0.056262718
E28,Cycleway counts,0,Hertford Road jw Green Street / Brick Lane,Enfield,Outer,0,0,535168,197230,51.657611,-0.047312816
E29,Cycleway counts,0,Salmon's Brook / Great Cambridge Road crossing,Enfield,Outer,0,0,533410,194322,51.631899,-0.073820014
E3_?,0,0,River entrance,Enfield,Outer,0,0,532416,196594,51.65255,-0.087314201
E30,Cycleway counts,0,Edmonton Green shopping centre,Enfield,Outer,0,0,534483,193334,51.622765,-0.058705347
E33,Cycleway counts,0,Hertford Road / The Green jw Balham Road,Enfield,Outer,0,0,534425,193639,51.62552,-0.059425734
E4_?,0,0,Cecil Road jw Church Street,Enfield,Outer,0,0,532449,196586,51.65247,-0.086840497
E5,0,0,The Town / Southbury Road jw Silver Street / London Road,Enfield,Outer,0,0,532876,196575,51.652271,-0.08067609
E6,0,0,Southbury Road jw Great Cambridge Road,Enfield,Outer,0,0,534265,196321,51.649659,-0.060707851
E7_x,0,0,Southbury Road / Nags Head Road jw Hertford Road / High Street,Enfield,Outer,0,0,535259,196214,51.648459,-0.046390703
E7_y,0,0,Southbury Road / Nags Head Road jw Hertford Road / High Street,Enfield,Outer,0,0,535259,196214,51.648459,-0.046390703
E7_z ,0,0,Southbury Road / Nags Head Road jw Hertford Road / High Street,Enfield,Outer,0,0,535259,196214,51.648459,-0.046390703
E8,0,0,Southbury Road jw Willow Road,Enfield,Outer,0,0,533163,196601,51.652437,-0.076520131
K10_14 ,0,0,Portsmouth Road jw High Street ,Kingston upon Thames,Outer,0,0,517782,168878,51.406707,-0.30800371
K10_spr17,Cycleway counts,0,Portsmouth Road (opposite Surbiton Road) ,Kingston upon Thames,Outer,0,0,517798,168511,51.403405,-0.30789553
K11,Cycleway counts,0,Portsmouth Road jw Brighton Road,Kingston upon Thames,Outer,0,0,517380,167472,51.394153,-0.31424534
K14,0,0,Vicarage Road jw A308,Kingston upon Thames,Outer,0,0,517920,169479,51.41208,-0.30582094
K15,0,0,Kingston Bridge underpass,Kingston upon Thames,Outer,0,0,517765,169372,51.41115,-0.30808414
K16,0,0,Thames Street jw Bishop's Hall ,Kingston upon Thames,Outer,0,0,517857,169287,51.410367,-0.30679014
K17,Cycleway counts,0,Claremont Road jw Maple Road,Kingston upon Thames,Outer,0,0,518079,167945,51.398259,-0.30404587
K18,0,0,Penrhyn Road jw Grove Crescent,Kingston upon Thames,Outer,0,0,518058,168749,51.40549,-0.30408034
K19,0,0,High Street jw Kingston Hall Road,Kingston upon Thames,Outer,0,0,517807,168993,51.407735,-0.30760629
K2 ,0,0,Kingston University,Kingston upon Thames,Outer,0,0,520504,171496,51.429665,-0.26799859
